text,author,score,datetime
"My biggest issues with EV’s is longevity and how “green” they are.

If the battery needs replacing outside of warranty it effectively writes the car off. I’ve heard it costs €20,000 for a replacement battery on a Tesla, so it’s probably considerably more on a Mercedes or BMW.

I also find the idea that EV’s are the solution to transport emissions infuriating. At best they produce the same amount of greenhouse gases in production as a normal car at 150,000 miles and at that point the battery needs replacing, adding more greenhouse gases.

As a result EV’s get seen more as white goods that get scrapped every 6-10 years which would lead to a rise in EV production ergo making transport emissions worse than if we stuck with petrol/diesels.",@TheSchleepingmoney,0,2023-04-10T20:56:16Z
Exeter services M5 last Saturday. People queuing for charging bays. I'll stick with me derv burner for the mo.,@andyedwards8215,1,2023-04-10T20:54:20Z
Q: Could it be fitted with or Can you external charge the EV battery by use of a portable solar panel?  A good and informative video cheers.,@xrayfish2020,0,2023-04-10T20:53:54Z
2015 accenta 24 kwh done 60.000 miles paid 10.000 pounds for it in 2018 at 4000 miles .84 miles per charge only had new tyres plus one wishbone caused  by potholes speed ramps.never failed mot never had a  service same brake pads.11 bars same as when we got it .range much lower in winter due to heater burning up range headlights not very bright  .satellite terrible.only ever put in washer fluid and check tyre pressures.very happy with the low repair costs .very good car for local trips up to 50 miles.i love it for its reliability and its smooth near silent running,@cobrasvenom1954,1,2023-04-10T20:53:05Z
"Only ever seen one in white, and must say that it looks more acceptable in black",@wolvoman1,0,2023-04-10T20:51:27Z
"Kia eniro is so underrated 
Looks like a regular kia niro with is nothing wrong with that and is has good rage and 7 years warranty",@GabrielOlaruRay,0,2023-04-10T20:50:04Z
"Any product that has involved child laborer, slave labour or serious environmental damage……has got to be the thing for me……",@craigdavidson2278,0,2023-04-10T20:49:17Z
"Might make more sense, at least in the Summer, with solar panels on the garage roof. Might be tax free at the moment but don't trust the government not to change that in the future. There seems to be an issue arising with secondhand EV's - some dealers/car supermarkets apparently won't touch them. Agree that styling shouldn't be too extreme - MG4 is proving very popular due to its price but IMHO it's frigging ugly. Kia and Audi seem to have the right idea. At least the Nissan is built in the UK.",@thomasfrancis5747,0,2023-04-10T20:48:55Z
Never would touch a new leaf if I could afford it. Certainly not a used one……………,@jonathansmith5850,0,2023-04-10T20:48:44Z
More EV content please - it's the future!,@GdaySport,0,2023-04-10T20:44:06Z
These car videos are getting better and better keep up the good work,@paulchilds8884,2,2023-04-10T20:41:38Z
I could never find a charger 😒 when I owned a phev. They were either in use or broken. Not ideal 😕... let's invest in the synthetic fuel as shown on top gear. Net zero carbon. Works with current infustructer and engines 😊,@mishalchotai4721,0,2023-04-10T20:40:16Z
Over priced new and long term battery questions mean many will steer clear.,@stephenlaw9827,0,2023-04-10T20:39:54Z
"You may call the 1. generation ugly, and you are absolutely right, but it was also nicely weird, and will make an icon sooner or later. Better today? - well todays KWh models all look like giant size chest freezers  -  i would like to know how several manufactures the world over suddenly agreed on designing all their cars with an angle iron.....? I do have hope in Mr. Fisker though, he seemed to have gotten something right with his Ocean. But okay, he also designed the Aston Martin db9 and the BMW Z8, so he better get it right!",@kristian5515,1,2023-04-10T20:38:41Z
"My major complaint with EV‘s is that the government and manufacturers and people which make legislation assume everybody has a driveway where more people have communal parking road parking where charging your vehicle overnight is totally unfeasible and unpractical because some little wanker would unplug it overnight while you was charging in a public place and I like the bit on the boot where it says zero emissions really stripmining half a continent for the lithium for the battery packs shipping it halfway around the world, charging the damn thing at night, keeping in mind, most countries do not have renewable energy zero emissions my arse, just zero missions out the car at the moment you’re driving if you don’t take into account charging it at night which is probably an oil or coal powered power station or gas powered power station",@Rob1972Gem,0,2023-04-10T20:36:01Z
"Hi matt, quick question I'm looking for a cheap automatic car to use in London, I found 2. First is a toyota iq 2009 65k miles for £4200, and the second is a nissan leaf 2016 with 11 bars out of 12 for the battery and 75k miles for £7400. Do you think these prices are reasonable or too high?

Thanks and keep up the great work",@MrClassy1991,0,2023-04-10T20:34:28Z
"Nice balanced review. I own the MG5 EV and I find it a really nice car. The only downside of EV ownership to me is the poor state of the charging network. The amount of chargers is not the main issue, it is the reliability of the chargers. You can plan your route, get to your chosen charger and it is out of order and that can happen more often than people like to admit. Hopefully in the future things will improve. I do not have a home charger so I do charge using the 3 pin plug (granny charger) this suits my needs as I only need a full battery once a week. As far as range goes mine is supposed to do 214 miles and in summer it will easily surpass that but in winter I can be looking at between 160 to 180 depending on the weather.",@paulrichards109,3,2023-04-10T20:32:11Z
"I own one, bloody love it, epedal is marvellous. Home charger essential though.",@Gritto1445,1,2023-04-10T20:25:14Z
"I was wondering how such an expensive car has such a cheap looking interior, it still doesn't make sense even down from 40k to 25k because it has the same battery tech as your phone and they degrade so it's long term residual value may be questionable",@davidviner4932,0,2023-04-10T20:15:20Z
"Give me an Origional Porsche Boxter thanks, would rather have the noise from the car and get and have more fun in those. u dont in an EV",@Ecclest89,0,2023-04-10T20:14:06Z
Welcome to another advert for a car I need to shift off my forecourt.,@rayquirk4947,0,2023-04-10T20:13:27Z
"When it's possible to fuel up for 30yrs. like a Nuke sub from the factory, then I'll be interested. Until then I can do without range anxiety and keep pissing off Greta and
 her ilk into the bargain.",@SirReginaldBlomfield1234,1,2023-04-10T20:12:21Z
"Level head says, of course there's space in the market for these....  But I hate them, if this is the future of the car / motoring it's a real shame from the glorious ICE",@lewisbrown51,0,2023-04-10T20:11:16Z
In a couple of years it will just be the same as the gen1 car utterly useless. When we can have a range of 350 to 400 miles and an infrastructure to match let’s keep burning the fuel 👍,@Tango22052,0,2023-04-10T20:10:36Z
"Another quality review, but it's still a no from me where ev's are concerned.
I'm contemplating chopping in my 2.0 4wd Tucson for Toyota Chr only because I work 11miles from home and have a lot of time in traffic, but, at least twice a month I spend 2+ hrs on the motorway to/from Brackley. Hybrid is as close to electric as I want to get.
P. S I love your chr review, any chance you can do an updated review on one please Matt, thank you.",@imthejoker1310,0,2023-04-10T20:09:50Z
"Ok, so who thinks a second hand electric car is a good investment? For the record, my iPad suggested the word kettle before car in the previous sentence…",@shieldaigbencher,1,2023-04-10T20:09:12Z
"That 2021 model is basically the same as the 2010 model under the skin. The main difference is the larger battery. Also the climate control, ""gear lever"" and other interior parts are also same in all Leafs.",@iovakki,0,2023-04-10T20:05:00Z
"I think it's important to be clear that the Leaf's battery technology, even on these newer models, is quite old. It doesn't include active cooling of the battery, and that can be a major problem on a longer journey as it prevents you from rapidly recharging it.",@brendanheading2776,1,2023-04-10T19:52:25Z
"A South African miner loses a leg in an accident.
He cries 'Oh no! Who's going to want a one legged gold digger now?'
To which Paul McCartney shouts 'Me!!!!'",@stephendavenport1414,0,2023-04-10T19:47:11Z
"I lease an E+leaf, I pay £300 a month, I save £180 pm on diesel compared to my wife (4.5p overnight charge) + £46 tax + cheaper yearly servicing and no need for new brakes. I’m a petrol head, but for a daily there’s nothing better than something like this. And the Lease means you’ll never worry about repair costs! The comments on the plastics are true though, but that’s a Nissan problem not an EV problem, go into a showroom and almost all their current new cars use the same.",@davidh550,2,2023-04-10T19:44:06Z
"EVs? Yeah, I'll leave them to the morons to waste their money on.",@bobjames6622,0,2023-04-10T19:43:56Z
"Not really into electric cars, but ive been Driven in a MK1 Leaf Taxi and the driver said that it has a range of 100km on a full charge, its 11 years old. The other day a MK2 Leaf picked me up and its more roomy and much nicer, thex have really comfortable cloth/velur/leather seats.

Great video as always Matt :D",@md-detailing,1,2023-04-10T19:43:14Z
"This has filled the column inches below up faster than the 0-30 of an electric jalopy. Entertaining read, thanks Matt 😂",@roelvanes1711,0,2023-04-10T19:24:47Z
"After watching this my mind is made up, I'm sticking with the old E Class diesel.",@nymphalisantiopa3888,0,2023-04-10T19:23:37Z
"No.. I have driven one of these before. They are very average and the range is very poor. I am talking about the 2nd gen too.
Nissan only make 1 real Nissan now and that's the GTR. All the other cars they made since 2006 have not been good.
The reason for that is their involvement with Renault.",@backupintheday9710,0,2023-04-10T19:22:11Z
I would not pay £24k for that for a local runaround how dreadful .😮,@nigel9843,0,2023-04-10T19:21:21Z
Better still leave the EV in the local garages and instead go for a Hybrid which overall give longer driving pleasure and youhave both petrol and electric power as a back-up. And now that it has been agreed that 2035 will not be achievable in terms of Green Power - stick with the cars you know and love ( ICE Rules )..,@athollmcnicoll1028,0,2023-04-10T19:19:56Z
"Twice the carbon footprint of petrol diesel to manufacture. There's not enough lithium or electric capacity to replace existing cars. 2023 has seen falling sales and values. The developing world isn't buying this net-zero nonsense. Neither should we.
Stick to the old Volvo Matt it's more environmentally friendly",@johnwebster6360,0,2023-04-10T19:18:55Z
Matt. You need to test a Tesla.,@juicypea8392,0,2023-04-10T19:13:30Z
Good for the old dorris to pop into their local town every other day but no good for anyone who’s journeys include motorways on a daily basis (work and back) and 99.9% of the time I can’t even get a car park space so what’s the chance of getting one with a charging point 0%…….I hope I’m not having to commuting when these things become the norm😮 nah I’ll give these a very wide birth!,@philmoffett366,0,2023-04-10T19:03:30Z
"My wife had a first gen with the smallest battery for around 5 years. It was a second car and we charged it on the driveway overnight on economy 7. It very quickly became routine, pull on the drive plug in the car. She went to work and back (40 mile round trip) and to the local town and back a few times a week. It cost around 2-3p a mile. Did 50k miles, in that time we had a set of new tires and that was it. If that sort of usage pattern works for you they are a no brainer imo.",@davidk7262,40,2023-04-10T19:02:34Z
"Hi well, I tried to put in a discount name in but it wasn't accepted, maybe it just got it wrong, I'm still waiting to hear from car vertical, do however enjoy your videos there excellent and very professional.",@jstokvis,0,2023-04-10T19:02:11Z
"I was looking to buy Leaf, but Chademo isn't very common where I live.",@LauriEkman,0,2023-04-10T19:01:57Z
"Having seen the queues for chargers at the motorway services this weekend, I think I will wait for the infrastructure to get a lot better before I go electric.",@red9zero,4,2023-04-10T18:59:01Z
Not bad for a car built by mackems,@Drenwickification,0,2023-04-10T18:57:11Z
They made a massive mistake sticking with chademo… one of the reasons i avoided this and went with the e208 - couldn’t be happier with it,@darrenwallis7630,0,2023-04-10T18:56:31Z
"Tried using CarVertical, but they didn't respond, no reply emails so tried again and again no emails back to me, however my bank account has been debited twice and they didn't accept your discount name, all very disappointing.",@jstokvis,0,2023-04-10T18:55:01Z
https://climate.nasa.gov/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2xrQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--36e66c856d97392a97346c0d0735e3abd7ed1d87/co2-graph-083122_scaled_scrunched.jpg?disposition=inline,@thedude2178,0,2023-04-10T18:55:00Z
Aren't all Leafs (Leaves?) meant to be driven with one leg all the time.,@grahaigh,1,2023-04-10T18:54:33Z
Zero emission badge is such a lie,@drone_tours,0,2023-04-10T18:52:58Z
"As a one legged viewer of this channel, I laughed, lol",@andrewmullen4003,0,2023-04-10T18:51:59Z
"Shite show..welcome to the ""future"" I bet klaus Schwab won't be chauffeured around in one though...  total bs...",@ianmargetts9163,0,2023-04-10T18:46:57Z
I think I'd rather have a 1993 Bluebird 🤣 the company I worked for a few years back had E-Nv200 vans when the range hit zero it gave you a 5 to 10 mile grace before it was completely dead,@joebloggs3629,0,2023-04-10T18:42:57Z
Thought about one of these but got an i3 with the range extender… leaf just felt dull and nothingness.. was after something different as a run about..i3 maybe an early one with limited range but daily I now rarely go over 40 miles.. it gets used more than the family tank or my petrol sports cars… free to charge from our solar panels too… that’s liberating 😂,@richardatkinson5059,0,2023-04-10T18:41:03Z
Imagine buying a car for 40k and two years later you don't know whether its charging lead will be compatible with on street chargers.,@thedarkshogun88,0,2023-04-10T18:38:48Z
"Completely unrelated, but I'd love to see a review of an I30 N🤔",@Josh_0579,0,2023-04-10T18:31:21Z
"I don't really know all the differences between European and American Leafs, but my Leaf charges at a max rate of 100kw and it takes 30 minutes 20% to 80%. I rely completely on public infrastructure and I haven't found the charging time to be an issue, just 15-20 minutes at a fast charger and I'm good for the week. American Leafs claim a 62kwh battery size and from that I usually get 210 miles from the claimed 215 mile range (although I do live in an area where I have to take a highway to get anywhere). From my experience, range is great (well for me at least), charging times are good, and where I live it's really easy to find a charger it can use.",@kellenniles4581,0,2023-04-10T18:25:46Z
All that lifting over that high boot lip will mean less work for you youngsters down the gym.,@peteg8920,0,2023-04-10T18:20:36Z
"Matt lad before we start this is not aimed at you in anyway shape or form.
Now EV are so disingenuous its hard not to laugh, They dont even stand up to the most basic scrutiny. and the people who pontificate over them well as my old gran used to say ""A fool and his money are easily parted"" OMG that statement on the back of it is hilarious 0 emissions really o really its as duplicitous as a politician on their expenses form. Just remind me how much is a replacment battery pack and what about the emissions to produce the new battery  and dispose of the old one. and that's just one of hundreds no thousands of parts that all have an emission cost.  Even VOLVO have published a report stating you would need to do 90,000+ miles before it even gets on a par with a good fuel efficient combustion engine car.
 Right rant over well nearly lol sorry but this subject boils me wee...   O sod it your havin another one a few weeks ago we had snow and the M62 over the tops, it was shut for over 9 hours 17 EVs had to be rescued and guess how they had to do it yep you guessed it 7 mobile diesel generators to give them enough juice  to get off the motorway. and what would Gran say "" if you buy one of them you must have gone soft in the head""",@DynamiteDaveLlewellyn,0,2023-04-10T18:19:49Z
"If I ever get mad and decide to buy EV, I would go for I3 REX. EV with no range anxiety, weird noise from generator, stupid origami doors and tyres from bycicle. What more could you want.🤣",@damirbajic4579,0,2023-04-10T18:17:36Z
"I read the thumb and i like, boooooring… But you’ve made this interesting suprisingly. Thanks fro m Sweden.",@filipwennergren2712,0,2023-04-10T18:15:20Z
"I actually prefer  the early model for looks inside and out, but I'm  a bit weird when it comes to design...Very good and honest review as always...Andre..",@2e0bgb,6,2023-04-10T18:10:05Z
Why would people buy cars like this? Are they dead inside? Is there no joy? Why would you give up on life?,@damirbajic4579,0,2023-04-10T18:03:42Z
"whatever tree this leaf came from must be weedy, short-lived, insect and disease prone, invasive roots and unatractive most of the year.
same could be said for virtually all Nissan vehicles. although, i did used to own a pickup and that wasn't so bad. about the only thing Nissan are good at in my opinion.
still. each to their own.",@yoksnod,0,2023-04-10T18:03:20Z
"Yeah , I got a 68 plate Tekna 40kwh in dark metallic grey which looks pretty good actually . Mine is an ex taxi which had 72k miles on the clock when I bought it 2 years ago for £12,450 . I have taken it up to 92k miles as of April 2023 and had no problems at all . It’s such an easy car to live with and with heated seats front and rear , heated steering wheel , and auto climate control , all of which can be set using the phone app so you get into a nice warm car on a winters morning 👍. I would like to think it’s worth pretty much what’s I paid after 2 years of ownership . I also charge it entirely from solar panels on my garage roof .",@antoniopalmero4063,16,2023-04-10T18:02:26Z
"I'm a 39 year old male Christian man, 6""2, bald but decent looking (I got 7-8.5 on photofeeler), well travelled, level headed, down to earth etc but I am brown skinned. This is something many will not admit to but race plays a crucial factor. White women generally are not into brown or dark skin. People prefer their own race and that's just how it is. I have to accept that sadly but this is the major reason as to why I'm single. 

It may not be too late to meet someone but I haven't even come close to being in a relationship for years now. I rarely even meet someone I want to pursue. The few I do aren't into me and the ones that are, I'm not into. There always seems to be something missing. I very rarely get a mutual match on hinge and other dating apps. Meanwhile, people around me are getting together slowly and although there are others in my situation, I am worried about being left on the shelf and being alone for the rest of my life. I don't want to continue living if that's the case. I've tried to lower my standards but that's the worst possible strategy, pretending and forcing yourself to like someone you know you're not into. 

With no one to share my life with, my existence is very lonely and empty. I have full time work but it's not fulfilling at all. I have my own home, a nice car, my health for which of course I'm grateful but I struggle to see hope in the future at this point.",@RJSyeah,0,2023-04-10T18:01:51Z
I'm looking forward to your 2033 video 'I bought a Nissan Leaf for £500'   🙂,@chrispenn715,0,2023-04-10T18:01:44Z
I would never buy a car called Leaf. But I suppose better than Flower.,@TheJustaviewman,0,2023-04-10T17:58:29Z
"Picking up my (used, 14k, 2.5 yr old) Leaf tomorrow... Eliminating the commute diesel for the (much loved and will be kept) X5 easily pays for the Leaf, which is a bit of a result :)",@LeeBlackwellUK,0,2023-04-10T17:58:14Z
"After recently reading about the Tesla owner who blew his car up with dynamite rather than pay the $22k replace the battery packs , i've decided to buy a BMW 640d  based on your previous review  - i reckon it will be cheaper to run and will put a smile on my face 😀",@davidtodd907,1,2023-04-10T17:55:47Z
"I've just changed my Leaf for a BMW i3 and the i3 is a much better car. Feels better quality and with rear wheel drive, nicer to drive. i3 is smaller but family have grown up, so fine for us.",@jimf4748,0,2023-04-10T17:55:06Z
"Pretty little car, put a 1 litre 3 cylinder petrol engine in it and it increases its appeal to many more buyers. For your average family to choose this car you need 2 cars, £40k spare and off street parking, it narrows your target audience quite a bit.",@hiramkhackenback,0,2023-04-10T17:52:11Z
Alternatively order a brand new mg4.,@sturoe7361,0,2023-04-10T17:48:19Z
Hi Matt just wondering if you've ever driven the electric mini a friend of mine has got one and it is quite surprising that the Range is only 120 miles what's your opinion on that cheers Phil from Newark,@philryan7254,0,2023-04-10T17:45:58Z
Yes the seats are rock hard! Totally unacceptable IMO.,@KimB10M,0,2023-04-10T17:43:42Z
"Oh Matt. You can't say ""nippy acceleration"" in a Japanse car! It's 2023 man! 🤣",@BURP39R,0,2023-04-10T17:42:35Z
"Kia provides a 7 year warranty on their used EV s "" from the day you drive away"", which is why Kia used EV prices have held up",@iankaye9801,0,2023-04-10T17:40:23Z
Why are evs  so boring I don't enjoy watching this content at all.,@bencartwright6734,0,2023-04-10T17:35:27Z
"Had the first gen 5 years back and currently own (PCP) the 40kw 2nd gen. Dont have any charging at home apart from 3 pin (no drive) and until recently with 4 public chargers locally have managed quite well. But now there are more and more EVs on the road. I live in a quiet but touristy seaside area & public charging is getting very busy. So for me, it will be a struggle to carry on with ownership. A big shame because it's a great car.",@chasb441,0,2023-04-10T17:28:42Z
"Another great and sincere review Thanks Matt.

I work on many brands of cars, I've driven many EV's and can say without a doubt that the Leaf is my favorite EV, Some like the Telsa are way over priced and so boring, I'm not sold on the idea of only one power source, I think we should all have a choice, EV owners seem to think that petrol and diesel should go away completely, I think that would be a massive mistake, Cars can easily live 30 years with proper maintenence, so why be forced to scrap them down the road, That's a very negative thing to do in the Tree hugging world we live in, kinda like the scrappage scheme where good cars got scrapped for no reason but a Govt pay off. 

I love how so many EV owners leave a comment about Loving not having to stop at a petrol station, yet so many on You Tube stop to charge up their EV and grab a coffee and use the toilet, These people make no sense at all, everybody has to use a toilet sometime and the love for coffee has gone through the roof, Charging an EV on the motorway is no different to stopping to fill up with petrol except it takes longer.
 
I'm sure Id hate plugging in my car every night just in case I needed to go out further a field the next day.

What I really hate is the push from EV owners to try and convince the rest of us that we need an EV, they come across so crass, with positive reviews, the act like they know it all, 
They never seem to bring up range anxiety, they used to tell us how cheap it was to charge up their cars, that seems to have died off now with today's electricity rates, and still they insist and are convinced the price of Electricity will go down, To me that defies all logic, They can install as many wind farms and Solar panels as they want but the price of Electricity will not be falling, the electricity companies will see to that.   

T.B.H. Id be happy to buy a Hydrogen car 5-10 years down the road,  that looks so positive to me and yes the infrastructure has to improve just like with EV chargers. 

Thanks for listening.",@rbnhd1144,3,2023-04-10T17:27:18Z
They will tear my RX8 out of my cold dead hands,@swompthing2626,0,2023-04-10T17:23:38Z
I love how pragmatic you are Matt! Many petrol heads would tear EVs to pieces but you give it a level headed review and say it isn't for everyone but there is definitely a market for them,@tigerroz123,55,2023-04-10T17:22:35Z
I agree the 2nd gen leaf is much of an improvement over the original one. It just looks like a normal car. It doesn't scream to people that you're a do gooder unlike other EVs,@tigerroz123,1,2023-04-10T17:19:11Z
Its the infrastructure that isn't fit for purpose Matt  - and it will get worse as more and more EV's go on the road AND they are very limited by range.  We regularly travel from N Yorkshire to Bournemouth and on the motorway network that already takes 6 hours two charging stops of 90 mins each en-route would make it a 9 hour trip and make the journey no longer a pain just simply unfeasible,@darrenwilson8042,0,2023-04-10T17:18:56Z
"My neighbour has a very early Leaf and it is perfect for her 14 miles run to the school where she teaches, and back again. She doesn't need any more range. Her husband has a hybrid Mitsubishi 4x4 for when they do longer journeys.",@timhancock6626,0,2023-04-10T17:17:22Z
"Hi Mat, crap crap crap, the range and recharging time is crazy. I would never want an EV with todays technology, the BS that goes along with the claim of them being GREENER, crap. I feel JCB with their Hydrogen engines is the only way to go, lets face it, Honda made a Hydrogen fuel car 20+ years ago and Captain Slow revealed it on Top Gear. Then of course it was shelved for decades, that would have been the right time to go hard , shouting Green....",@tonyfurneaux3399,0,2023-04-10T17:17:07Z
I'm not a luddite. I just do so few miles I'm better of buying my luxury bangers which are easy to pick up as no one wants a costly motor,@petrolhead28,0,2023-04-10T17:14:36Z
"I've had 3 Nissan leafs 24kw 30kw and the 40kw mark 2. In the end I traded in the 40kw for a Toyota Prius phv because of the endless problems I had with it. Driveshafts wearing out wheel bearing went folding mirrors failed, the media system kept crashing, all on a car with less than 30k on the clock. The 30kw needed a new rear axle. What I'd say it's a brilliant car poorly made. 8 months of Toyota ownership I've had no problems so far.",@dg115,1,2023-04-10T17:13:24Z
"I maintain that a quick battery swap mechanism is the only way EVs will dominate, the charge time and range is the limiting factor and that'd be addressed if you could pull up in the services and have your nearly-empty battery pack swapped for a fully-charged one in a few minutes. It's a way off though as manufacturers are still competing for range, once they reach the limit of physics they'll hopefully converge on a modular/universal battery format, like they did with charging ports.",@jamie_ar,0,2023-04-10T17:11:06Z
"Surely the batteries will need replacement in the next few years, and does anyone know the cost of replacement?",@davidchambers7622,0,2023-04-10T17:09:09Z
"Sorry , even if that was 10000£, I wouldn't come anywhere near it. I'd Spare some 5-10k for gas/maintenance and buy a proper, sensible city car and or weekend get away car. By the time you'd have spent your 5-10k on your petrol car, this one will loose another 10k, so your petrol car would eventually come for free😅 and if you were not sensible and bought some fun v6, perhaps you could even make some money reselling ,who knows",@makaw2006,0,2023-04-10T17:07:36Z
"The concept is good, but the practicalities aren’t. There are currently 42000ish charging points in the uk, you have to carefully research your destination point for a charging point and maybe a charging point en-route. Plus if anything goes seriously wrong with one of these vehicles it is going to cost a fortune. The infrastructure is just not there, there are over 7,000,000 terraced house’s in this country, goodness knows how many people live in flats",@robertheywood5523,0,2023-04-10T17:06:45Z
I do not like this overpriced Nissan Leaf EV car as I prefer ICE cars.,@zitzong,0,2023-04-10T17:06:24Z
"I couldn't agree more about the styling of many EV's, so many of them look like they fell from a fairground ride. For me, I want to hear the engine when I put my foot down, not like a washing machine on spin cycle.",@peegee9931,1,2023-04-10T17:04:18Z
"its a shame you cant get these with an even bigger battery for a longer range. im currently driving for dominos, but you can cover close to 200 miles in a shift if youre working something like a 5pm-3/4am. there isnt enough dead time in the shift to give the car a quick top up. if they could offer 300 miles, then they would be more appealing to some people in these job in the uk (where it seems they buy fiat puntos from scrap yards as staff cars that are always breaking). if they had more range, once they've depreciated after a few years they would be appealing option, even for uber eats and deliveroo and just eat drivers. but for now, most people are sticking to small diesel cars that return around 50-70mpg. or the most likely 'idiots' like me who got rid of their mk8 fiesta after it needed quite a bit of money spending on it and bought a 2017 bmw 220d with 15k miles and is putting 2.5k miles a month on it. gets me about 52mpg at work though so i make a little bit off the fuel pay, and im always comfy when at work, whether it's sunroof weather or heated seats weather. surprisingly the insurance was very cheap too at 18 with 1 year ncb",@sammilburn445,0,2023-04-10T17:02:35Z
"Think a lot of people do short journeys now, so cars like this will become more common. So if you had a round trip to work of 20 miles and the odd trip to supermarkets etc, then one nights charge at home would keep you going for a week.",@tomoreilly9932,1,2023-04-10T16:59:48Z
They make them look funny because they don't want to sell to many because they can't supply enough if it's too good,@BobbyDeniroX,0,2023-04-10T16:58:23Z
"What do you drive?  A leaf, FFS.  Almost as bad as a Renault Wind or Zoe.  Gone are the names of GSi, SRi, ST, RS etc…. More excitement with my washing machine model name than this bag of 💩.  😂",@angrynortherner3805,1,2023-04-10T16:53:20Z
"A great feature of the leaf is the flow through ventilation system so if it is 18° C for example outside you just opened the vents and fresh blows through, an important feature for an electric vehicle, imho.",@iankaye9801,0,2023-04-10T16:52:06Z
"Have to confess, as a general rule despise and mock EV but this doesn’t seem half bad on all fronts. For local commuting, ticks the boxes. 
2 cup holders swings it 👍😀",@ktclm0617,0,2023-04-10T16:48:40Z
"All I'm saying is, if you buy a car called ""Leaf"", and it starts to shake a lot, you'll have no real comeback.",@allanforsyth1719,0,2023-04-10T16:45:26Z
This confirms my in-built prejudice. I ain’t turning over a new leaf! I’ll stick with go juice for as long as I can 😂,@nigelbond4056,0,2023-04-10T16:44:27Z
I think I'll just stick with my petrol car for now.,@mrlover4310,0,2023-04-10T16:43:11Z
"Hi Matt, great review (as usual).
Question: does that £25k purchase the batteries as well as the car?
When I looked at second hand gen 1 Leafs a few years ago some involved leasing the batteries.",@jaidank,0,2023-04-10T16:41:47Z
"it might be free road tax for now, but it wont be long before its not free, and we're all taking bets on the tax level that they will be incurring.",@crazyfroggie6546,0,2023-04-10T16:41:22Z
I work for a shipping company and we shipped 30 of these to SRI Lanka  a few years ago . We had a great time doing fast starts up the ramp into the container . Then we closed the doors said good bye never to be seen again . They will probably be being pulled around by Elephants soon  Best place for  em,@roysimpson9711,0,2023-04-10T16:36:02Z
"How are people that live in a flat or with no driveway at home expected to live with an EV? Not for me thanks ICE all the way? Zero car tax, for the moment!!",@davemorris9275,0,2023-04-10T16:30:53Z
Is the plural of this car Leafs or Leaves?,@posiub,0,2023-04-10T16:30:39Z
Something about the Nissan Leaf which is abit tragic.,@interceptor-ss8kb,0,2023-04-10T16:30:32Z
Hi Matt i wanted to ask you why do you like cheap budget cars?,@lochansivanandancars892,0,2023-04-10T16:28:05Z
"I can't pretend they are a good car, but an 8 year old one is worth nothing taking into account battery life. Add to that range and charging issues, and you can count me out",@watchalot919,0,2023-04-10T16:25:59Z
Only driven a car once with one pedal driving and it took two minutes to get used to. Very useful. The biggest problem in U.K. is not the range but the infrastructure. Electric is the future but we have a long way to go to catch up Norway.There were electric taxis in London in 1897 so it is not a new thing. Henry Ford in the 1920s sold only electric cars to women drivers as the complexity of driving a petrol car in those days was considered to be beyond the capabilities of women! Wouldn’t be considered very pc these days!,@christophernoble6810,0,2023-04-10T16:24:35Z
"I remember when Nissan announced the new pulsar & thought it was gonna be a hot hatch gti-r type of thing.
 It wasn't",@madanto2394,0,2023-04-10T16:22:56Z
"As electric cars go I find the current Leaf quite agreeable. It looks clean and sharp enough. I just find it difficult to pluck up enthusiam for any electric car. That said, the Honda E is cool. Would consider that as a second car.",@jdmguy44,1,2023-04-10T16:21:13Z
8:29 from the year 2025 road tax will no longer be free for electric vehicles. Owners of these vehicles will have pay their way like the rest of us,@curtisj2165,0,2023-04-10T16:19:06Z
"Hi Matt, I test-drove a Jaguar i-pace the other day, it was a 2018 plate with 39,000 miles on the clock. I loved the car but then I did a little more research work. I discovered that the car had depreciated over half of its list price in less than five years ( approx £29,000 ) more than a similarly priced petrol/diesel equivalent. The battery is only covered for 8 years of manufacturer warranty !!!!!! so in three years if the battery died I would have to pay approximately £8000 - £ 10000 for a new one. The tax incentives that the government initially gave to get everybody into an EV are slowly being taken away and are now saying that from 2025 all-electric cars will have to pay VED at the standard road tax rate furthermore the little government help to have home wall chargers installed is no longer available. With the current price of electricity/availability of suitable charging stations at present, I think I will stick to my trusty 3-year-old diesel car.",@stevie007,65,2023-04-10T16:18:41Z
"My dad has one of these and it’s a joy to drive, as you said effortless, when you master the e pedal it’s great",@davidbriggs4323,0,2023-04-10T16:16:44Z
"Thanks Matt. About time you did a review of a BEV. Would love to see you review a used Tesla, taking into account the ease of use of the Tesla supercharger network. I love my Model X, and even tow my caravan with it all over the country",@yerags,3,2023-04-10T16:11:49Z
"I know someone who bought a 2nd hand Leaf just before Christmas. He says it's very good, it's all he needs.",@andysalter4473,0,2023-04-10T16:10:36Z
